,Grp_Collections_0,Grp_Collections_1,Grp_Collections_2,Grp_Collections_3,Grp_Collections_4,Grp_Collections_5,Grp_Collections_6
0,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
1,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
2,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
3,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
4,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
5,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
6,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
7,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
8,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
9,-0.13455055771813088,-0.948673955802548,0.726304555333672,0.73617164643178,1.169628965991861,-0.9493962841116738,-0.7594246890041242
10,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
11,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
12,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
13,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
14,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
15,0.5868632568775966,-1.15356206685959,-0.5839270620738721,1.7035643149436654,0.376739591862967,0.2880768170650646,-1.696822154451717
16,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
17,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
18,2.7223019633842775,-3.226504065504504,-2.2846236504632134,0.2513873027300298,-0.07802899945094774,0.6140277479213058,-0.3159591421766294
19,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
20,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
21,3.7568872942970164,0.5689030511716127,-0.9482080547358485,-0.8918451976182721,0.7199761071125866,-0.2881392543278724,-0.7520800458871585
22,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
23,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
24,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
25,4.025046223012094,-3.2191326425602105,-0.18648640673617217,6.026598275439963,-1.003755481487127,1.3658457655066862,-2.151870314082911
26,0.7560602379345882,-1.4551672904441832,-0.5664433715621885,2.0325969037137903,0.0031473252444437086,0.24241459792823192,-1.754709735970883
27,2.040888309972478,-3.766108377755716,-3.21939952142786,-0.8800004779208154,1.263254753337789,-0.07867259998382722,0.023718839054144927
28,-0.28484650864715994,-0.7559326438903637,-0.4166089142894446,0.6331303304968127,0.8262751024964592,-0.22836184958436878,-1.423874733989229
29,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
30,-0.0966255971556498,-0.6950390831437605,-0.4597062120887079,0.6883556213968055,1.1115611846580251,-0.07652601137942641,-1.1840123588974911
31,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
32,160.0886866862361,163.85243327563572,13.851453844660291,0.759200215313401,4.270570057745817,-17.817370316560986,-27.205775224129724
33,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
34,0.34429065717787727,-0.9322063464154003,0.7967266210114835,1.1665255270586086,0.8532547671980361,-0.6407556820934954,-0.631809846208512
35,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
36,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
37,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
38,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
39,3.036316266390194,-3.196813805794144,-3.493837123260294,-0.9969017696025185,2.516026798042626,-0.12116384997683559,1.101738109768706
40,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
41,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
42,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
43,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
44,0.014845396735951828,-0.9112327436634483,-0.37390261200255887,1.0052013385100125,0.46596699542984854,-0.117394897211021,-1.3866332169239266
45,0.07586753605926572,-0.84047987713948,-0.3612583893947639,1.0255026927056106,0.46881805439236646,-0.04287687018735652,-1.3405778555433439
46,15.48441305658114,5.5421203704623725,-3.8593033109174777,-0.9529302176947899,-0.9784828283822424,-1.6559900157679577,-0.32449227118827034
47,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
48,0.4696315870876844,-0.4307062775031987,-0.28445363183456646,1.155084131779319,0.5114926124427883,0.4079116572668353,-1.1552775042270482
49,-0.869129848932986,0.6042480666628909,0.10075325523823496,-0.03883286049653073,-0.1957921315400304,0.01270328942553213,0.13808410624922923
